S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3116806,JYOTI PRAKASH PRADHAN,08-Oct-2025 03:45 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3115267,Jyoti Ranjan Sahoo,07-Oct-2025 11:15 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3105520,KAMALA AGRAWAL,02-Oct-2025 01:54 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3104246,KAMALINI BEHERA,04-Oct-2025 09:28 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3114992,Koushal Kumar Agrawal,07-Oct-2025 08:02 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3103338,KUBER CONSTRUCTION CO,06-Oct-2025 11:01 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3101411,Kunja Bihari Sahu,29-Sep-2025 08:49 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3116775,LACHAPAT RAY JAIN,08-Oct-2025 03:36 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3110204,LOKANATH BARIK,07-Oct-2025 06:52 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3117054,Maa Corporation,08-Oct-2025 05:15 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3115870,MAGAN BEHERA,08-Oct-2025 12:02 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3114968,Mahendra Padhan,08-Oct-2025 08:47 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3116039,MANAS SAHUKAR,08-Oct-2025 01:47 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3112743,M/S.KOSHAL BUILDCON,06-Oct-2025 05:22 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3115113,M/S PARVIND KUMAR JHA,07-Oct-2025 09:20 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3114985,M/S PAYAL INFRA,08-Oct-2025 11:39 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3114626,M/S RAJESH KUMAR PATRA,07-Oct-2025 06:33 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3114462,M/S SONI DANG,07-Oct-2025 05:44 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3103478,MUKESH DHARUA,30-Sep-2025 12:51 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3115184,NASIR KHAN,07-Oct-2025 10:03 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3115063,NIHAR RANJAN PANDIA,07-Oct-2025 09:33 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3115643,NIKHIL KUMAR JAIN,08-Oct-2025 10:41 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3114532,NIRANJAN SAHOO,07-Oct-2025 05:17 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3116709,NITESH KUMAR JAIN,08-Oct-2025 03:05 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,3113843,N. SWAYAM SIDDHA,07-Oct-2025 09:35 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3103396,PRADYUMNA KUMAR BALA,30-Sep-2025 12:21 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3110905,PRADYUMNA KUMAR MISHRA,06-Oct-2025 01:48 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3116979,PRAMEET KUMAR RATH,08-Oct-2025 04:20 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,3116760,PRASANNA SAHU,08-Oct-2025 03:29 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,3115122,PRASANTA KUMAR LENKA,08-Oct-2025 12:51 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,3116813,PRATIK DAS,08-Oct-2025 03:34 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,3114789,PRITAM PARDIA,07-Oct-2025 07:02 PM,Accepted-AOC,Sri Pritam Parida selected as L-1 bidder through transparent lottery process,13-Dec-2025 08:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3112871,PRIYABRATA NIMALU,06-Oct-2025 07:21 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3112667,PRIYANKA AGRAWAL,06-Oct-2025 04:32 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,3113873,Rabindra Kumar Sahoo,07-Oct-2025 12:26 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,3114658,Raghunath Bedbak,07-Oct-2025 06:02 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3115741,RAJAT KUMAR THAKUR,08-Oct-2025 11:41 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,3114937,RAJESH KUMAR NATH,07-Oct-2025 07:47 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3116439,RAJ KUMAR MEHER,08-Oct-2025 02:53 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,3113713,RAM AWATAR SINGHAL,07-Oct-2025 11:42 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3115757,RANJAN KUMAR MISHRA,08-Oct-2025 11:34 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3104177,RANJAN KUMAR SAHU,01-Oct-2025 08:22 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,3112373,Rashmi Ranjan Padhan,06-Oct-2025 02:20 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,3113170,Rasmita Pattnaik,06-Oct-2025 08:46 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,3115609,ROHAN KUMAR NAG,08-Oct-2025 12:32 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3114200,SABITA CHHATRIA,07-Oct-2025 02:38 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,3116866,SABYASACHI SAHOO,08-Oct-2025 03:49 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,3116674,SAKHI KUMBHAR,08-Oct-2025 03:07 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,3115696,SAMIR KUMAR MEHER,08-Oct-2025 11:16 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,3115628,SANDEEP BHOI,08-Oct-2025 01:08 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,3097662,Sanjaya Kumar Agrawal,24-Sep-2025 08:44 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3112762,SANJAYA KUMAR PATTANAIK,06-Oct-2025 05:01 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,3115795,SANJIB KUMAR BEHERA,08-Oct-2025 11:41 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3105022,SANJIB KUMAR HOTA,02-Oct-2025 12:35 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,3114761,SARADA KUMARI RAO,08-Oct-2025 09:31 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,3101312,saswat hota,26-Sep-2025 10:47 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,3115947,SATISH CHANDRA SAHOO,08-Oct-2025 12:24 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,3106334,SATYANARAYAN SAHU,02-Oct-2025 10:57 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,3101763,SATYA PRAKASH HOTA,28-Sep-2025 09:15 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,3101297,SAUMYA RANJAN MOHANTY,28-Sep-2025 12:01 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,3102112,SHAILESH PRASADGOEL,28-Sep-2025 09:22 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,3110762,SHREE BISWAKARMA INFRA,08-Oct-2025 08:11 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,3109667,SINGHAL BUSINESS PRIVATE LIMITED,04-Oct-2025 04:50 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,3113204,SITESH KUMAR NAHAK,08-Oct-2025 09:00 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,3102563,SOURAV KUMAR AGRAWAL,06-Oct-2025 09:24 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,3117164,SOURAV KUMAR PANDA,08-Oct-2025 05:12 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,3097854,SRIMANTA NAIK,23-Sep-2025 10:53 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,3111696,SRI SOUMYA RANJAN PARDIA,06-Oct-2025 08:18 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,3114349,SUBHAM KUMAR AGRAWAL,08-Oct-2025 02:32 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,3110502,SUBRAT KUMAR SAHU,05-Oct-2025 11:20 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,3115045,Sudhansu Kumar Sahu,08-Oct-2025 09:21 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,3114432,SUJIT KU DANG,07-Oct-2025 04:23 PM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,3103213,SUMIT SINGHAL,30-Sep-2025 10:30 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,3099628,SUNIL KUMAR DASH,25-Sep-2025 08:59 AM,Rejected-Finance,Rejected,13-Dec-2025 07:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
