S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3002959,M/S. SANJAYA KUMAR KANDI,23-Jul-2025 11:39 AM,Accepted-AOC,"This bidder is Successful of Lottery , So the work is awarded this Bidder",15-Nov-2025 03:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3011451,M/S SATYAM AGENCY (PROPRIETOR) SMT. ROJALINI RATH,25-Jul-2025 10:11 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3012245,MS SWAYAM SUBHAM PARIDA,25-Jul-2025 09:32 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3011490,MUKTI PRASAD PARIDA,25-Jul-2025 11:00 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3015187,NANDAKISHORE PARIDA,28-Jul-2025 03:11 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3013097,NILESH MOHANTY,26-Jul-2025 09:48 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3012653,NIRANJAN MALLIK,26-Jul-2025 01:55 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3015285,NIRANJAN MUDULI,28-Jul-2025 04:04 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3011496,OM PRAKASH NAYAK,25-Jul-2025 12:44 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3012066,PABITRA KUMAR CHANDUA,25-Jul-2025 05:33 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3014352,PARTHA TUHINANSU SAMAL,28-Jul-2025 11:08 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3014095,PRABHUDATTA PARIDA,27-Jul-2025 10:39 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3014372,PRADIPTA KUMAR ROUT,28-Jul-2025 11:05 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3014396,PRAKASH CHANDRA PANDA,28-Jul-2025 11:37 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3011653,PRATISHRUTI PRIYADARSHINI,25-Jul-2025 12:36 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3014026,PRINCE KUMAR SWAIN,27-Jul-2025 09:48 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3004791,PRIYABRATA KANUNGO,20-Jul-2025 10:49 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3012877,Priyanka Swain,26-Jul-2025 06:55 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3012996,PUSPAK RANJAN SAHOO,26-Jul-2025 08:27 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3015036,RAHUL NAYAK,28-Jul-2025 02:38 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3014700,RAJESH ROUT,28-Jul-2025 12:46 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3013140,RAKESH KUMAR PAL,27-Jul-2025 07:31 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3012109,RAMAN RANJAN DAS,25-Jul-2025 07:43 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3015373,RANJIT KUMAR SWAIN,28-Jul-2025 04:17 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3014875,RASHMI PRASAD SWAIN,28-Jul-2025 01:34 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3011751,RASHMIREKHA SAHOO,25-Jul-2025 01:13 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3012135,RASMI RANJAN SAHOO,25-Jul-2025 07:10 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3012235,SAGARIKA JENA,26-Jul-2025 11:33 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3005073,SALIL KUMAR BARIK,20-Jul-2025 03:20 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3013105,SANDIP KUMAR MOHANTY,28-Jul-2025 12:41 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,3007614,SANGRAM MALLICK,21-Jul-2025 08:32 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3014703,SANJEEB KUMAR BISWAL,28-Jul-2025 12:49 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3013585,SANJIB KUMAR MALLICK,27-Jul-2025 02:54 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3013012,SANTOSH KUMAR JENA,26-Jul-2025 08:50 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,3015412,SATYABRATA SWAIN,28-Jul-2025 04:26 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,3014376,SHIVASHAKTI SERVICES,28-Jul-2025 11:21 AM,Rejected-Technical,Not qualified due to Schedule-A not-furnished in Proper Format.,12-Sep-2025 12:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,3013145,SIDHARTHA JAGADISH MOHANTY,27-Jul-2025 10:07 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,3012456,SMITA JENA,26-Jul-2025 11:33 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3008246,SMRUTIREKHA BARAL,22-Jul-2025 01:21 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3002644,SONALI DAS,17-Jul-2025 07:27 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,3015449,SOUMYARANJAN NAYAK,28-Jul-2025 04:37 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,3006759,SUBHAMSHREE TARAPRASAD NAYAK,21-Jul-2025 01:22 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3013251,SUBHARAJ PARIDA,27-Jul-2025 11:09 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,3015170,SUDARSAN DAS,28-Jul-2025 03:11 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3012217,SUNIL NANDA,25-Jul-2025 08:43 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,3013108,SUNIL SAGAR BISWAL,26-Jul-2025 10:05 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3013224,SURYADIPTA SAMAL,27-Jul-2025 10:44 AM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3005710,SURYAKANTA BALA,20-Jul-2025 09:26 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,3013011,SUSENDU KUMAR MOHANTY,26-Jul-2025 08:43 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,3013808,SUSMITA JENA,28-Jul-2025 12:52 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,3012954,TAPAS RANJAN MALLICK,26-Jul-2025 07:58 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3014856,UMA PRASAD SWAIN,28-Jul-2025 01:28 PM,Rejected-Finance,Disqualified due to unsuccessful of Lottery,15-Nov-2025 03:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
