Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,63,3082282,OM PRAKASH NAYAK,15-Sep-2025 08:10 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,64,3085651,PHILLURAJ MALLIK,17-Sep-2025 10:07 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,65,3093703,PRADIPTA KUMAR SWAIN,22-Sep-2025 10:50 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,66,3092257,PRADYUMNA KUMAR MISHRA,21-Sep-2025 06:25 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,67,3093726,PRAGNYAJIT NAYAK,22-Sep-2025 03:27 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,68,3090978,PRATAP KUMAR DASH,20-Sep-2025 05:06 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,69,3095452,PRATIMA BADAJENA,22-Sep-2025 04:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,70,3088400,PRAVATA KUMAR PARIDA,19-Sep-2025 03:59 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,71,3082768,PRIYABRATA KANUNGO,15-Sep-2025 11:36 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,72,3085060,PRIYABRATA RAJ,17-Sep-2025 02:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,73,3091720,PRIYANKA PRIYADRASHINI SAHU,21-Sep-2025 07:28 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,74,3095523,PRUTHIRAJ MALLICK,22-Sep-2025 05:08 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,75,3091931,RAJAN KUMAR KAR,21-Sep-2025 11:43 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,76,3094074,RAJESH KUMAR MALLIK,22-Sep-2025 01:08 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,77,3087140,RAJESH KUMAR PARIDA,18-Sep-2025 10:10 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,78,3089740,RAJESH ROUT,20-Sep-2025 11:32 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,79,3083210,RAJIBA LOCHAN PATRA,21-Sep-2025 01:10 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,80,3093474,RAKESH KUMAR ROUT,22-Sep-2025 02:11 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,81,3095142,RASHMI RANJAN SWAIN,22-Sep-2025 03:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,82,3084236,RASHMIREKHA SAHOO,16-Sep-2025 07:23 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,83,3084392,RASMI RANJAN SAHOO,17-Sep-2025 03:04 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,84,3079699,RATI PRAKASH PALATA,14-Sep-2025 04:21 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,85,3086007,REETANJALI MOHANTY,18-Sep-2025 12:01 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,86,3092194,RK ENGINEERING AND CO.PROP.RANJAN KUMAR PARIDA,21-Sep-2025 01:14 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,87,3095027,SAGARIKA JENA,22-Sep-2025 04:06 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,88,3091094,SALIL KUMAR BARIK,20-Sep-2025 05:40 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,89,3094732,SAMBHU NATH SWAIN,22-Sep-2025 02:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,90,3094201,SAMIR KUMAR MOHANTY,22-Sep-2025 01:31 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,91,3094085,SANJEEB KUMAR BISWAL,22-Sep-2025 01:51 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,92,3088259,SANTOSH KUMAR PANDA,19-Sep-2025 04:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,93,3083303,SARAJU PATI,16-Sep-2025 12:26 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,94,3088962,Saroj Kumar Mallick,19-Sep-2025 07:09 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,95,3086996,SATYABRATA SWAIN,18-Sep-2025 08:56 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,96,3095480,SATYARANJAN SRICHANDAN,22-Sep-2025 04:57 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,97,3083803,SATYASUNDAR PARIDA,16-Sep-2025 03:05 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,98,3086062,SHASHIKANTA PATRA,19-Sep-2025 01:26 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,99,3089422,SIDHARTHA JAGADISH MOHANTY,19-Sep-2025 10:31 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,100,3092947,SIVA SAMBHU ENGINEERING,21-Sep-2025 08:58 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,101,3093872,SMRUTIMITALI SWAIN,22-Sep-2025 11:32 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,102,3092189,smruti ranjan senapati,21-Sep-2025 01:16 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,103,3095017,SOMAJIT LENKA,22-Sep-2025 03:25 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,104,3094734,SOUMYAJIT MOHAPATRA,22-Sep-2025 02:21 PM,Accepted-AOC,"L1 bid of Sri SOUMYAJIT MOHAPATRA selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",10-Jan-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,105,3092110,SOUMYARANJAN NAYAK,21-Sep-2025 12:42 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,106,3087569,SRI AKSHAY KUMAR ROUT,22-Sep-2025 02:50 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,107,3095011,SUBHAJIT MALLA,22-Sep-2025 03:23 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,108,3088333,SUBHARAJ PARIDA,19-Sep-2025 03:43 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,109,3088008,SUBHASHISH SINHA,19-Sep-2025 01:53 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,110,3084465,SUBHRAMANYU BISWAL,19-Sep-2025 09:19 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,111,3086517,SUNAKARA MOHANTY,18-Sep-2025 04:38 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,112,3094333,SUNIL SAGAR BISWAL,22-Sep-2025 12:55 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,113,3093413,SUNIL SENAPATI,22-Sep-2025 12:00 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,114,3084819,SUSANTA KUMAR SWAIN,17-Sep-2025 12:09 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,115,3091589,SUSHREE ANARKALI,20-Sep-2025 10:06 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,116,3092321,SUSOBHAN SAMANTARAY,21-Sep-2025 02:50 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,117,3089380,SWAGATIKA SWAIN,19-Sep-2025 10:21 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,118,3093936,SWAYAM PRAKASH BEHERA,22-Sep-2025 11:45 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,119,3095343,TAPAN KUMAR SAHOO,22-Sep-2025 04:32 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,120,3072767,TATHAGAT DEBASIS MOHANTY,09-Sep-2025 08:21 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,121,3091726,TULU RANJAN MOHANTY,21-Sep-2025 07:49 AM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,122,3086857,ULLASH KUMAR SWAIN,19-Sep-2025 03:44 PM,Rejected-Finance,Not won in the transparent Lottery,17-Nov-2025 09:28 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
