S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3020970,RAKESH KUMAR NANDA,01-Aug-2025 09:19 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3021874,RAKESH KUMAR PANDA,02-Aug-2025 08:28 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,66,3018035,RAMA CHANDRA BEHERA,02-Aug-2025 12:46 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,67,3022985,Ramakanta Rout,04-Aug-2025 12:57 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,3022834,RAMA KRISHNA PANDA,04-Aug-2025 12:11 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3021288,ROJALINI PANY,02-Aug-2025 11:59 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3018821,SABITRI SAHOO,01-Aug-2025 12:38 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3023415,SAKTI PRASAD BEHERA,04-Aug-2025 04:44 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,72,3022698,SALIL KUMAR BARIK,04-Aug-2025 09:45 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,73,3022938,SALIL KUMAR BIKRAMSINGH,04-Aug-2025 12:26 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,74,3016620,SANKARSHAN MUDULI,29-Jul-2025 02:42 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3022882,SARBESWAR SAHOO,04-Aug-2025 11:59 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3022521,SAROJ KUMAR SAHOO,03-Aug-2025 08:40 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3020993,Sasmita Sahoo,01-Aug-2025 10:57 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3016407,SATYAJIT BISWAL,29-Jul-2025 12:50 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3019964,SATYAJIT DAS,01-Aug-2025 09:07 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3023211,SHAKTI PRASADJEE,04-Aug-2025 03:32 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3022532,SK SAFI ULLA,03-Aug-2025 09:20 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3016493,SNEHANJALI SAHOO,29-Jul-2025 01:24 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,83,3020311,soubhagya kumar ghadei,01-Aug-2025 01:10 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3021193,SOUBHAGYA SAHOO,02-Aug-2025 10:45 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,85,3019343,SOUMYA RANJAN SAHOO,31-Jul-2025 03:17 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3021394,SRI BISWAJIT SETHI,02-Aug-2025 08:39 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3022596,SUBALA SENAPATI,03-Aug-2025 10:23 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,88,3020079,SUBASH CHANDRA JENA,01-Aug-2025 04:29 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3019058,SUBASH CHANDRA PANDA,31-Jul-2025 12:29 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3022233,SUBHRA SATADALA,03-Aug-2025 02:02 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3011969,SUBRAT KUMAR DASH,25-Jul-2025 04:17 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,92,3021351,SUBRAT PANDA,02-Aug-2025 12:33 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,93,3023065,SUDHIR BEHERA,04-Aug-2025 01:27 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,94,3021819,SUMITRA SAHOO,03-Aug-2025 01:33 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,95,3023194,SUNIL KUMAR PANDA,04-Aug-2025 02:29 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3023049,SUNIL PATRA,04-Aug-2025 01:30 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3022414,SUPRIYA NAYAK,03-Aug-2025 06:46 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,3022781,SURYAKANTA MOHANTY,04-Aug-2025 11:15 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,99,3019871,SUSAMARANI ROUT,31-Jul-2025 10:15 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3012201,SUSANTA KUMAR DEHURY,25-Jul-2025 08:32 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,101,3020409,SUSANTA KUMAR SAHOO,01-Aug-2025 03:21 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3022158,SUSHANTA KUMAR SAHOO,03-Aug-2025 12:13 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,103,3018964,SUSHANT KUMAR BEHERA,31-Jul-2025 11:44 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3016719,SUSHANT KUMAR SAHOO,01-Aug-2025 03:36 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3011905,SUVENDU KUMAR PANDA,25-Jul-2025 08:49 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,106,3014842,SWAPNARANI TRIPATHY,01-Aug-2025 08:15 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,107,3021430,TAPAN KUMAR SAHOO,02-Aug-2025 08:49 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,108,3013200,TAPAS KUMAR PANDA,27-Jul-2025 10:29 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3021233,TAPASWINI MALLIK,03-Aug-2025 04:30 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,110,3014263,TIKI RANI PUHAN,28-Jul-2025 09:48 AM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,111,3022378,TOFAN KUMAR PATRA,03-Aug-2025 06:26 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,112,3012906,UMARANI NANDA,26-Jul-2025 07:04 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,113,3016885,VISWAKARMA CONSTRUCTION AND CO. PROP-ASHUTOSH MOHARANA,29-Jul-2025 04:59 PM,Rejected-Technical,Does not satisfy as per DTCN,26-Aug-2025 01:53 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
