Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,61,3147898,SITANSHU SEKHAR NAYAK,24-Oct-2025 01:21 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,62,3152249,SK UMIDUL ISLAM,25-Oct-2025 07:53 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,63,3148530,SMT. SANDHYARANI PARIDA,27-Oct-2025 12:27 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,64,3147686,SONALIPSA ROUT,24-Oct-2025 11:05 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,65,3147581,SOUBHAGYA BISWAL,27-Oct-2025 07:42 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,66,3156567,SOUMYA RANJAN SAHOO,26-Oct-2025 10:59 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,67,3160273,SOURAV MINAKETAN,27-Oct-2025 04:49 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,68,3141726,SUBASH CHANDRA ROUT,22-Oct-2025 03:02 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,69,3147179,SUBASH CHANDRA SETHI,25-Oct-2025 05:03 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,70,3157018,SUBHALAXMI BARIK,27-Oct-2025 12:42 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,71,3153521,SUBHASHISH PARIDA,26-Oct-2025 11:14 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,72,3138132,SUBHRAMANYU NAYAK,25-Oct-2025 04:50 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,73,3153202,SURENDRA KUMAR SATAPATHY,26-Oct-2025 03:16 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,74,3152193,SUSANTA KUMAR PARIJA,25-Oct-2025 06:40 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,75,3157211,SUSRITA MOHANTY,27-Oct-2025 09:42 AM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,76,3152020,SWAPNAJIT BEHURA,25-Oct-2025 05:55 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,77,3141378,SWETA SNIGDHA SAHOO,21-Oct-2025 10:51 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,78,3134200,Umakanta Malik,18-Oct-2025 01:28 PM,Rejected-Finance,Not won in the transparent Lottery,14-Dec-2025 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
